subject,session,run_cond,spot,condition,component,window_start_ms,window_end_ms,selected_rank,channel_idx,latency_ms,amplitude_uv,channel,source_files,source_originals
02NS,41,MI,M1_PA,rest,n45,40.0,55.0,1,48,43.60000000000002,-6.8273310765624045,FCz,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,rest,n45,40.0,55.0,2,48,42.0,-6.529146741628647,FCz,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,rest,n45,40.0,55.0,3,48,43.19999999999999,-6.453879856467247,FCz,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,rest,p60,55.0,70.0,1,38,59.39999999999998,7.743981670737266,CP3,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,rest,p60,55.0,70.0,2,38,60.80000000000001,7.658597262352705,CP3,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,rest,p60,55.0,70.0,3,38,59.19999999999999,7.613488961160183,CP3,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,rest,n100,80.0,120.0,1,39,118.80000000000001,-12.377947452068328,P5,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,rest,n100,80.0,120.0,2,39,115.39999999999998,-11.97538982629776,P5,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,rest,n100,80.0,120.0,3,39,118.39999999999998,-11.958377356529235,P5,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,n20,10.0,25.0,1,45,11.199999999999989,-12.725620625019074,F1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,n20,10.0,25.0,2,45,11.399999999999977,-12.534124460220337,F1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,n20,10.0,25.0,3,45,11.0,-12.153392423391342,F1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,p30,20.0,40.0,1,4,20.600000000000023,7.443354814052582,FT9,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,p30,20.0,40.0,2,4,20.0,7.432876837775111,FT9,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,p30,20.0,40.0,3,4,20.399999999999977,7.360186384022236,FT9,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,n45,40.0,55.0,1,45,40.80000000000001,-6.412517217993736,F1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,n45,40.0,55.0,2,45,41.0,-6.385448820590973,F1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,n45,40.0,55.0,3,45,42.39999999999998,-6.212169684618711,F1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,p60,55.0,70.0,1,8,55.80000000000001,5.075100665688515,P3,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,p60,55.0,70.0,2,10,56.0,4.984230917990208,CP1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,p60,55.0,70.0,3,8,56.80000000000001,4.983295566625893,P3,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,n100,80.0,120.0,1,2,103.19999999999999,-6.802961822152138,P7,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,n100,80.0,120.0,2,33,100.19999999999999,-6.519195658564567,TP7,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,onset,n100,80.0,120.0,3,33,100.39999999999998,-6.357706789970398,TP7,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,n20,10.0,25.0,1,45,11.199999999999989,-12.17929720878601,F1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,n20,10.0,25.0,2,45,11.399999999999977,-11.647497250437736,F1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,n20,10.0,25.0,3,32,10.0,-11.505634973347187,FT7,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,p30,20.0,40.0,1,12,20.0,10.008498161025345,Fp1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,p30,20.0,40.0,2,34,20.19999999999999,9.854633566737174,AF7,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,p30,20.0,40.0,3,12,20.399999999999977,9.512138452529907,Fp1,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,n45,40.0,55.0,1,48,44.60000000000002,-8.069614264965058,FCz,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,n45,40.0,55.0,2,48,45.19999999999999,-8.036182918548583,FCz,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,n45,40.0,55.0,3,48,47.39999999999998,-7.9294491031765935,FCz,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,p60,55.0,70.0,1,47,64.60000000000002,4.76055673763156,Fpz,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,p60,55.0,70.0,2,8,55.39999999999998,4.673926472663879,P3,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,p60,55.0,70.0,3,8,56.0,4.620741294622421,P3,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,n100,80.0,120.0,1,1,119.0,-6.810468566417694,TP9,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,n100,80.0,120.0,2,1,118.80000000000001,-6.723086959123611,TP9,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_PA,after,n100,80.0,120.0,3,1,101.60000000000002,-6.631474935412407,TP9,session_41__set_4__cleaned_SOUND.mat; session_41__set_8__cleaned_SOUND.mat,04_02NS_M1_PA_52MSO_MI.hdf5; 08_02NS_M1_PA_52MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,n20,10.0,25.0,1,9,11.399999999999977,-28.756557049751283,C3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,n20,10.0,25.0,2,9,11.199999999999989,-27.95142659664154,C3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,n20,10.0,25.0,3,9,15.0,-26.94497227191925,C3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,p30,20.0,40.0,1,48,27.0,7.901183904670179,FCz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,p30,20.0,40.0,2,48,27.399999999999977,7.894542415142059,FCz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,p30,20.0,40.0,3,48,27.600000000000023,7.848120938539505,FCz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,n45,40.0,55.0,1,12,54.19999999999999,-6.488973393440246,Fp1,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,n45,40.0,55.0,2,12,54.39999999999998,-6.3479679787158965,Fp1,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,n45,40.0,55.0,3,12,53.80000000000001,-6.3464937248826025,Fp1,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,p60,55.0,70.0,1,10,61.80000000000001,7.091385292261839,CP1,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,p60,55.0,70.0,2,10,64.60000000000002,7.002189774513244,CP1,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,p60,55.0,70.0,3,10,61.19999999999999,6.941493237614631,CP1,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,n100,80.0,120.0,1,39,113.39999999999998,-12.836919838786125,P5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,n100,80.0,120.0,2,3,115.19999999999999,-12.641650631427765,CP5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,rest,n100,80.0,120.0,3,3,115.60000000000002,-12.620442745387555,CP5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,n20,10.0,25.0,1,9,11.399999999999977,-30.115362911224366,C3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,n20,10.0,25.0,2,9,11.199999999999989,-30.046806163787842,C3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,n20,10.0,25.0,3,9,11.600000000000023,-28.120659980773926,C3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,p30,20.0,40.0,1,48,30.19999999999999,8.601933807358146,FCz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,p30,20.0,40.0,2,48,31.19999999999999,8.570272462666034,FCz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,p30,20.0,40.0,3,48,31.399999999999977,8.419495755434037,FCz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,n45,40.0,55.0,1,54,55.0,-6.251342961937189,PO8,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,n45,40.0,55.0,2,54,50.80000000000001,-5.9254554736614224,PO8,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,n45,40.0,55.0,3,54,43.60000000000002,-5.759467866420746,PO8,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,p60,55.0,70.0,1,16,57.80000000000001,5.910239483453333,Cz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,p60,55.0,70.0,2,16,61.39999999999998,5.784348079264164,Cz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,p60,55.0,70.0,3,10,56.80000000000001,5.709200304150581,CP1,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,n100,80.0,120.0,1,3,101.39999999999998,-12.743534458875656,CP5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,n100,80.0,120.0,2,3,101.19999999999999,-12.455905373096465,CP5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,onset,n100,80.0,120.0,3,3,97.39999999999998,-12.365544184446335,CP5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,n20,10.0,25.0,1,9,11.399999999999977,-31.25397388458252,C3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,n20,10.0,25.0,2,9,11.199999999999989,-30.535002765655516,C3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,n20,10.0,25.0,3,9,11.600000000000023,-29.385319118499755,C3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,p30,20.0,40.0,1,48,30.399999999999977,7.7193185436725615,FCz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,p30,20.0,40.0,2,48,30.80000000000001,7.554715186916292,FCz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,p30,20.0,40.0,3,48,28.80000000000001,7.5124081271886824,FCz,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,n45,40.0,55.0,1,35,54.80000000000001,-5.855964938104153,F5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,n45,40.0,55.0,2,37,41.19999999999999,-5.330117667019367,FC3,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,n45,40.0,55.0,3,35,55.0,-5.2430530530214305,F5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,p60,55.0,70.0,1,28,64.39999999999998,5.401970084905624,CP6,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,p60,55.0,70.0,2,28,64.19999999999999,4.915702869296074,CP6,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,p60,55.0,70.0,3,29,55.60000000000002,4.639363151490688,P8,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,n100,80.0,120.0,1,3,119.80000000000001,-11.20735353961587,CP5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,n100,80.0,120.0,2,3,120.0,-10.944389738589525,CP5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
02NS,41,MI,M1_AP,after,n100,80.0,120.0,3,3,119.60000000000002,-10.933831042051315,CP5,session_41__set_2__cleaned_SOUND.mat; session_41__set_6__cleaned_SOUND.mat,02_02NS_M1_AP_60MSO_MI.hdf5; 06_02NS_M1_AP_60MSO_MI.hdf5
