subject,session,run_cond,spot,condition,component,window_start_ms,window_end_ms,selected_rank,channel_idx,latency_ms,amplitude_uv,channel,source_files,source_originals
14AL,58,real,M1_AP,rest,p60,55.0,70.0,2,34,69.60000000000002,11.04351720161736,AF7,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,rest,p60,55.0,70.0,3,47,63.80000000000001,10.190171016454697,Fpz,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,rest,n100,80.0,120.0,1,8,109.19999999999999,-17.105436196327208,P3,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,rest,n100,80.0,120.0,2,38,112.0,-16.63093734741211,CP3,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,rest,n100,80.0,120.0,3,39,107.19999999999999,-15.078531185388565,P5,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,n20,10.0,25.0,1,42,10.800000000000011,-12.586364769935608,C1,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,n20,10.0,25.0,2,13,10.399999999999977,-11.042763386964799,FC1,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,n20,10.0,25.0,3,16,10.800000000000011,-9.01296941012144,Cz,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,p30,20.0,40.0,1,10,34.0,7.961184095293284,CP1,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,p30,20.0,40.0,2,54,28.0,7.202982958853244,PO8,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,p30,20.0,40.0,3,50,30.19999999999999,7.124134991317987,CPz,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,n45,40.0,55.0,1,47,52.60000000000002,-8.836995021402835,Fpz,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,n45,40.0,55.0,2,12,51.39999999999998,-8.024383308514953,Fp1,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,n45,40.0,55.0,3,15,51.39999999999998,-7.447462372779846,Fp2,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
14AL,58,real,M1_AP,onset,p60,55.0,70.0,1,11,56.60000000000002,8.44331764727831,O1,session_58__set_1__cleaned_SOUND.mat; session_58__set_5__cleaned_SOUND.mat,00_14AL_M1_AP_54MSO_real.hdf5; 04_14AL_M1_AP_54MSO_real.hdf5
