subject,session,run_cond,spot,condition,component,window_start_ms,window_end_ms,selected_rank,channel_idx,latency_ms,amplitude_uv,channel,source_files,source_originals
01AV,38,real,M1_AP,rest,p30,20.0,40.0,3,16,26.600000000000023,7.358645406067371,Cz,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,rest,n45,40.0,55.0,1,16,45.39999999999998,-7.064540375545621,Cz,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,rest,n45,40.0,55.0,2,51,45.80000000000001,-6.752361426688731,C2,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,rest,n45,40.0,55.0,3,17,45.19999999999999,-5.755879685282707,FC2,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,rest,p60,55.0,70.0,1,15,69.80000000000001,6.386575359553099,Fp2,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,rest,p60,55.0,70.0,2,47,69.80000000000001,6.315650998353958,Fpz,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,rest,p60,55.0,70.0,3,12,67.0,6.280509116947651,Fp1,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,rest,n100,80.0,120.0,1,9,101.80000000000001,-11.670230380296708,C3,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,rest,n100,80.0,120.0,2,38,99.39999999999998,-10.533944783210755,CP3,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,rest,n100,80.0,120.0,3,42,98.80000000000001,-8.309946428984404,C1,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,onset,n20,10.0,25.0,1,9,18.399999999999977,-5.579811930656433,C3,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,onset,n20,10.0,25.0,2,42,10.0,-5.235815874114633,C1,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,M1_AP,onset,n20,10.0,25.0,3,38,18.600000000000023,-3.843806973695755,CP3,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
